,Unnamed: 0,Column,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,addr_state,dti,earliest_cr_line,mths_since_last_delinq,open_acc,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,application_type,tot_cur_bal,open_act_il,mths_since_rcnt_il,total_bal_il,il_util,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mths_since_recent_bc,mths_since_recent_inq,mths_since_recent_revol_delinq,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_op_past_12m,pct_tl_nvr_dlq,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit
50806,50806,50806,10000,10000,10000, 36 months,10.33,324.23,6,1.0,4,265000.0,Not Verified,Feb-19,Charged Off,house,TX,0.26,Jun-93,,5,5698,0.0,18,w,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,May-19,Individual,5698,0,89.0,0,,1,5698,0.0,95700,1,1140.0,88802.0,0.0,89.0,308,3,3,3.0,,,1,1,4,13,2,5,15,1,5,1,100.0,95700,5698,94500,0
50816,50816,50816,20000,20000,20000, 36 months,11.31,657.72,6,2.0,1,78000.0,Source Verified,Feb-19,Charged Off,house,PA,16.12,Nov-04,23.0,16,4416,13.8,27,w,19057.14,19057.14,1302.87,1302.87,942.86,360.01,Apr-19,657.72,Jun-19,May-19,Individual,210778,6,5.0,36265,81.0,3,435,53.0,32000,10,13174.0,21230.0,2.2,171.0,66,2,2,2.0,7.0,,2,4,6,6,16,9,9,4,16,5,92.3,259576,40681,21700,44728
50834,50834,50834,10000,10000,10000, 60 months,11.8,221.44,6,,4,110000.0,Not Verified,Feb-19,Fully Paid,moving,CA,22.17,Nov-86,38.0,11,18772,63.9,20,w,0.0,0.0,10278.40309,10278.4,10000.0,278.4,Apr-19,10063.52,,May-19,Individual,47134,2,30.0,19704,41.0,0,7689,54.0,29400,0,4285.0,2479.0,88.1,142.0,387,54,30,58.0,8.0,38.0,4,6,4,6,4,8,13,6,11,0,95.0,86740,47134,20800,47827
50899,50899,50899,16000,16000,16000, 60 months,22.35,445.1,4,2.0,6,73000.0,Verified,Feb-19,Fully Paid,debt_consolidation,GA,12.95,Sep-03,,9,11814,72.9,29,w,0.0,0.0,16111.051330000002,16111.05,16000.0,111.05,Mar-19,16130.92,,Feb-19,Individual,318919,2,13.0,49301,94.0,2,6511,89.0,16200,4,35435.0,890.0,92.1,185.0,99,3,3,26.0,0.0,,3,5,3,3,19,6,6,5,9,3,100.0,328850,61115,11300,52736
50965,50965,50965,8000,8000,8000, 36 months,8.81,253.7,7,7.0,4,150000.0,Not Verified,Feb-19,Fully Paid,home_improvement,OH,3.89,Mar-95,,8,1246,7.3,22,w,0.0,0.0,8069.204632999998,8069.2,8000.0,69.2,May-19,359.91,,May-19,Individual,201075,1,3.0,19887,97.0,5,839,54.0,17100,12,25134.0,12660.0,6.9,65.0,287,15,3,15.0,1.0,,2,3,3,8,5,4,13,3,8,3,100.0,222467,21789,13600,20447
50989,50989,50989,8500,8500,8500, 36 months,27.27,348.25,3,1.0,4,57500.0,Not Verified,Feb-19,Fully Paid,debt_consolidation,MN,21.0,Sep-01,49.0,4,3942,68.0,31,w,0.0,0.0,8819.350467,8819.35,8500.0,319.35,Apr-19,88.49,,May-19,Individual,93796,3,4.0,89854,89.0,0,3942,85.0,5800,2,23449.0,1858.0,68.0,209.0,79,41,4,79.0,4.0,49.0,1,1,1,2,29,1,2,1,4,2,96.8,96026,93796,5800,90226
51039,51039,51039,25000,25000,25000, 36 months,11.8,827.98,6,10.0,6,80000.0,Source Verified,Feb-19,Fully Paid,house,AZ,19.32,Oct-01,14.0,18,61924,9.3,30,w,0.0,0.0,25010.24194,25010.24,25000.0,10.24,Feb-19,25026.63,,Feb-19,Individual,389731,3,15.0,67449,143.0,3,4002,22.0,102400,5,22925.0,24846.0,14.6,85.0,208,2,2,15.0,5.0,,2,4,6,7,10,14,17,4,18,1,90.0,480606,129373,29100,82346
51044,51044,51044,25000,25000,25000, 36 months,19.92,928.08,4,6.0,5,25102.08,Verified,Feb-19,Fully Paid,car,CA,9.85,Aug-07,,11,3509,74.7,14,f,0.0,0.0,25165.767480000002,25165.77,25000.0,165.77,Apr-19,765.36,,May-19,Joint App,30754,7,25.0,27245,102.0,1,1782,98.0,4700,1,2796.0,125.0,96.3,138.0,138,3,3,27.0,,,3,4,3,3,9,4,5,4,11,1,100.0,31500,30754,3400,26800
51079,51079,51079,5000,5000,5000, 36 months,11.31,164.43,6,10.0,5,74000.0,Source Verified,Feb-19,Fully Paid,credit_card,CA,12.46,May-12,,14,13772,26.1,17,w,0.0,0.0,5090.0044,5090.0,5000.0,90.0,Mar-19,5093.14,,Apr-19,Individual,20447,1,3.0,6675,95.0,3,4647,34.0,52700,4,1461.0,38928.0,26.1,81.0,72,7,3,7.0,3.0,,12,12,13,14,3,13,14,12,14,3,100.0,59700,20447,52700,7000
51090,51090,51090,11000,11000,11000, 60 months,15.02,261.81,5,10.0,6,36000.0,Source Verified,Feb-19,Fully Paid,other,TX,5.0,Nov-12,51.0,9,2133,5.5,16,w,0.0,0.0,11332.55419,11332.55,11000.0,332.55,May-19,36.41,,May-19,Individual,2133,0,8.0,0,,2,1079,6.0,38700,3,237.0,29098.0,5.8,8.0,74,9,8,9.0,0.0,51.0,4,6,6,9,1,9,15,6,9,2,93.8,38700,2133,30900,0
51103,51103,51103,6000,6000,6000, 36 months,7.02,185.32,7,7.0,5,100000.0,Not Verified,Feb-19,Fully Paid,credit_card,CO,1.46,Jul-07,,5,4919,19.1,8,w,0.0,0.0,6032.76,6032.76,6000.0,32.76,Mar-19,6035.1,,Mar-19,Individual,4919,0,8.0,0,,1,4919,19.0,25800,2,984.0,18581.0,20.9,123.0,139,7,7,32.0,7.0,,1,1,3,3,2,5,6,1,5,2,100.0,25800,4919,23500,0
51129,51129,51129,13000,13000,13000, 36 months,12.98,437.9,6,9.0,6,66446.0,Not Verified,Feb-19,Fully Paid,debt_consolidation,ID,13.49,Nov-02,13.0,15,8789,80.0,29,w,0.0,0.0,13305.288,13305.29,13000.0,305.29,Mar-19,13314.66,,Apr-19,Individual,174700,5,8.0,56937,108.0,3,6138,80.0,11000,4,12478.0,2488.0,87.0,151.0,195,2,2,2.0,2.0,25.0,4,8,8,12,6,8,22,7,14,3,76.0,181059,67815,9950,52779
51163,51163,51163,28000,28000,28000, 60 months,27.27,859.52,3,3.0,5,85000.0,Verified,Feb-19,Fully Paid,moving,FL,18.88,Jul-04,,19,21239,35.9,40,f,0.0,0.0,28720.12547,28720.13,28000.0,720.13,Apr-19,3.03,,Apr-19,Individual,284661,1,10.0,20125,81.0,6,5200,49.0,59104,8,14982.0,22888.0,38.6,130.0,175,1,1,15.0,3.0,,4,7,10,17,4,17,34,7,19,5,100.0,327401,41364,37300,25000
51190,51190,51190,10000,10000,10000, 60 months,23.4,284.21,3,1.0,4,85000.0,Not Verified,Feb-19,Fully Paid,major_purchase,WA,4.57,Oct-05,25.0,16,14613,31.4,26,f,0.0,0.0,10362.37638,10362.38,10000.0,362.38,Mar-19,10375.38,,Apr-19,Individual,14613,0,,0,,4,3900,31.0,46600,4,1328.0,19577.0,31.8,,160,0,0,0.0,0.0,25.0,4,6,10,15,0,16,26,6,16,4,88.5,46600,14613,28700,0
51261,51261,51261,7000,7000,7000, 36 months,16.91,249.26,5,2.0,5,67647.0,Not Verified,Feb-19,Fully Paid,other,VA,18.38,Jul-07,,9,24553,83.2,20,f,0.0,0.0,7133.8866549999975,7133.89,7000.0,133.89,Mar-19,7140.47,,Mar-19,Individual,67452,2,21.0,42899,51.0,0,9754,70.0,29500,1,8432.0,663.0,97.3,97.0,139,25,21,40.0,0.0,,4,5,5,5,13,7,7,5,9,0,100.0,84509,67452,25000,55009
51307,51307,51307,2000,2000,2000, 36 months,8.81,63.43,7,7.0,6,62000.0,Source Verified,Feb-19,Fully Paid,debt_consolidation,NY,19.16,Sep-09,,21,12373,17.4,33,f,0.0,0.0,2020.3885440000001,2020.39,2000.0,20.39,Mar-19,2021.37,,Apr-19,Individual,151552,2,7.0,20303,58.0,8,0,31.0,71200,10,7217.0,39100.0,0.0,113.0,82,0,0,21.0,0.0,,0,3,5,6,9,16,22,4,21,4,100.0,232506,32676,39100,35306
51324,51324,51324,1650,1650,1650, 36 months,20.89,62.08,4,5.0,4,38000.0,Not Verified,Feb-19,Fully Paid,debt_consolidation,FL,11.62,Oct-14,,4,4301,84.3,6,f,0.0,0.0,1660.536958,1660.54,1650.0,10.54,Mar-19,1662.45,,Feb-19,Individual,12306,1,19.0,8005,79.0,1,3762,81.0,5100,2,3077.0,299.0,93.5,52.0,45,16,16,16.0,0.0,,2,2,2,2,2,3,4,2,4,0,100.0,15278,12306,4600,10178
51390,51390,51390,20000,20000,20000, 60 months,11.8,442.88,6,1.0,6,160000.0,Not Verified,Feb-19,Charged Off,debt_consolidation,NY,11.37,Aug-00,35.0,10,20886,69.4,28,f,19505.15,19505.15,872.65,872.65,494.85,377.8,May-19,442.88,Jun-19,May-19,Individual,145006,2,4.0,23983,78.0,1,8050,74.0,30100,5,14501.0,7618.0,72.9,155.0,222,1,1,159.0,18.0,,4,5,4,4,18,5,5,5,10,2,96.4,228683,44869,28100,30583
51411,51411,51411,35000,35000,35000, 60 months,12.98,796.0,6,10.0,5,92300.0,Verified,Feb-19,Charged Off,debt_consolidation,NY,10.12,Oct-07,,24,7896,6.8,34,w,35000.0,35000.0,0.0,0.0,0.0,0.0,,0.0,Jun-19,May-19,Individual,9482,1,72.0,1586,5.0,3,3609,6.0,116300,3,412.0,98204.0,7.4,72.0,136,4,4,4.0,0.0,,9,9,20,24,1,23,33,9,24,1,100.0,148545,9482,106100,32245
51468,51468,51468,36800,36800,36800, 60 months,16.14,897.65,5,1.0,5,65000.0,Verified,Feb-19,Fully Paid,credit_card,NC,20.72,Sep-13,,12,7034,17.2,16,w,0.0,0.0,37620.9588,37620.96,36800.0,820.96,Mar-19,37653.96,,Apr-19,Individual,58839,2,1.0,51805,85.0,5,907,32.0,40800,7,4903.0,25606.0,5.2,31.0,65,2,1,2.0,1.0,,3,5,7,9,3,10,13,5,12,5,100.0,94168,58839,27000,53368
51469,51469,51469,1000,1000,1000, 36 months,18.94,36.63,4,,5,26664.0,Not Verified,Feb-19,Fully Paid,other,NJ,34.29,Nov-93,37.0,12,0,,21,f,0.0,0.0,1010.22086,1010.22,1000.0,10.22,Apr-19,3.14,,May-19,Individual,24604,10,21.0,24604,71.0,0,0,71.0,0,1,2460.0,,,150.0,303,59,21,212.0,21.0,37.0,0,0,2,7,13,2,8,0,12,0,33.3,34900,24604,0,34900
51528,51528,51528,25000,25000,25000, 60 months,13.56,576.02,5,7.0,6,79500.0,Source Verified,Feb-19,Fully Paid,debt_consolidation,AZ,17.46,Apr-04,,10,9304,38.4,11,w,0.0,0.0,25162.93714,25162.94,25000.0,162.94,Feb-19,25181.77,,Apr-19,Individual,197220,4,23.0,26018,56.0,1,6083,50.0,24200,3,19722.0,9896.0,48.5,178.0,113,18,18,18.0,0.0,,4,4,4,4,5,5,5,4,10,0,100.0,242809,35322,19200,46779
51531,51531,51531,6000,6000,6000, 36 months,23.4,233.52,3,1.0,5,47000.0,Source Verified,Feb-19,Fully Paid,debt_consolidation,CA,15.6,Jun-12,,9,7527,58.8,11,w,0.0,0.0,6321.351085,6321.35,6000.0,321.35,Apr-19,6095.63,,May-19,Individual,23680,4,30.0,16153,56.0,2,3327,57.0,12800,2,2631.0,140.0,97.8,72.0,80,3,3,36.0,3.0,,3,5,3,3,6,5,5,5,9,2,100.0,41424,23680,6400,28624
51566,51566,51566,4000,4000,4000, 36 months,15.02,138.71,5,9.0,6,51000.0,Source Verified,Feb-19,Fully Paid,other,UT,20.11,Mar-07,,10,14337,65.5,22,w,0.0,0.0,4020.0244439999997,4020.02,4000.0,20.02,Mar-19,4023.36,,Mar-19,Individual,166007,3,8.0,20106,53.0,2,6690,62.0,21900,6,16601.0,6544.0,53.3,96.0,143,13,8,13.0,20.0,,2,3,3,6,9,5,9,3,10,2,100.0,194721,41236,14000,38028
51717,51717,51717,8000,8000,8000, 36 months,22.35,306.98,4,1.0,4,84000.0,Not Verified,Feb-19,Fully Paid,debt_consolidation,WA,17.36,Apr-75,,7,23599,84.3,16,f,0.0,0.0,8006.46,8006.46,8000.0,6.46,Feb-19,8016.39,,Feb-19,Individual,27138,1,29.0,3539,23.0,2,9896,63.0,28000,2,3877.0,401.0,98.3,189.0,526,18,18,20.0,20.0,,3,3,3,6,4,6,12,3,7,0,100.0,43099,27138,24000,15099
51725,51725,51725,10000,10000,10000, 36 months,6.46,306.31,7,5.0,6,53000.0,Source Verified,Feb-19,Fully Paid,debt_consolidation,SC,17.03,Aug-07,,9,8064,22.0,14,w,0.0,0.0,10080.47705,10080.48,10000.0,80.48,Apr-19,10084.07,,May-19,Individual,20338,2,7.0,12274,77.0,4,728,39.0,36600,6,2260.0,12771.0,7.5,123.0,138,6,6,6.0,6.0,,2,4,2,2,4,7,10,4,9,4,100.0,52600,20338,13800,16000
51738,51738,51738,2150,2150,2150, 36 months,23.4,83.68,3,,6,73647.97,Verified,Feb-19,Fully Paid,debt_consolidation,IL,36.96,May-81,,15,3471,23.9,57,f,0.0,0.0,2222.013622,2222.01,2150.0,72.01,Mar-19,2224.81,,Apr-19,Individual,338116,4,7.0,43094,71.0,4,2802,62.0,14500,6,24151.0,10029.0,25.7,113.0,176,2,2,2.0,7.0,,3,3,7,16,27,8,25,3,15,5,100.0,407605,46565,13500,61156
51741,51741,51741,35000,35000,35000, 60 months,20.89,944.71,4,10.0,5,220000.0,Verified,Feb-19,Charged Off,debt_consolidation,GA,11.27,Nov-08,8.0,16,22813,20.9,44,w,34323.32,34323.32,1848.8,1848.8,676.68,1172.12,Apr-19,944.71,Jun-19,May-19,Individual,65095,3,3.0,42282,67.0,4,9800,38.0,109200,9,4068.0,64604.0,25.7,116.0,123,7,3,20.0,3.0,,5,6,8,16,17,13,25,6,16,2,95.5,172252,65095,87000,63052
51785,51785,51785,30000,30000,30000, 60 months,20.89,809.75,4,1.0,6,65000.0,Source Verified,Feb-19,Fully Paid,debt_consolidation,CA,17.23,Nov-05,38.0,6,8255,98.3,9,w,0.0,0.0,31448.541110000002,31448.54,30000.0,1448.54,Apr-19,30673.61,,May-19,Individual,262651,2,14.0,20649,77.0,0,3517,82.0,8400,2,43775.0,145.0,98.3,138.0,159,147,14,147.0,14.0,,3,3,3,3,4,3,3,3,6,0,88.9,345607,28904,8400,26707
51956,51956,51956,40000,40000,40000, 36 months,23.4,1556.75,3,3.0,5,64000.0,Verified,Feb-19,Fully Paid,credit_card,WA,28.6,Mar-03,,6,41755,69.0,15,w,0.0,0.0,40987.431580000004,40987.43,40000.0,987.43,Mar-19,41039.43,,May-19,Joint App,64025,1,28.0,22270,64.0,2,25196,67.0,60500,2,10671.0,11126.0,71.5,154.0,191,12,12,16.0,1.0,,2,5,2,6,5,5,10,5,6,1,100.0,95413,64025,39000,34913
51977,51977,51977,10000,10000,10000, 36 months,16.91,356.08,5,,6,0.0,Not Verified,Feb-19,Fully Paid,debt_consolidation,OH,,Jul-96,,2,173,34.6,4,f,0.0,0.0,10395.23392,10395.23,10000.0,395.23,Apr-19,10048.54,,May-19,Joint App,113561,0,,0,,1,0,35.0,500,2,56781.0,,,,271,2,2,,2.0,,0,1,0,1,0,1,2,1,2,2,100.0,114800,173,0,0
51980,51980,51980,25000,25000,25000, 36 months,23.4,972.97,3,7.0,6,145000.0,Source Verified,Feb-19,Charged Off,debt_consolidation,MO,26.99,Apr-94,,20,53362,56.6,46,w,24019.59,24019.59,1913.44,1913.44,980.41,933.03,Apr-19,972.97,Jun-19,May-19,Individual,358386,7,12.0,122284,63.0,3,15122,60.0,94200,4,18862.0,26638.0,66.5,200.0,298,12,12,12.0,0.0,,6,7,6,12,20,11,25,7,19,2,100.0,464673,175646,79600,159023
52011,52011,52011,8000,8000,8000, 36 months,16.91,284.87,5,1.0,4,26000.0,Not Verified,Feb-19,Charged Off,credit_card,KY,39.98,Jul-11,,9,1393,17.6,14,w,7653.3,7653.3,528.4,528.4,346.7,181.7,Apr-19,284.87,Jun-19,May-19,Individual,11136,3,9.0,9743,31.0,3,1332,29.0,7900,5,1237.0,1168.0,53.3,91.0,55,3,3,20.0,12.0,,1,3,1,2,7,6,7,3,9,2,100.0,39006,11136,2500,31106
52054,52054,52054,27775,27775,27775, 36 months,17.97,1003.72,4,1.0,5,199200.0,Not Verified,Feb-19,Charged Off,debt_consolidation,FL,13.72,Oct-07,8.0,9,59,0.4,32,w,26594.43,26594.43,1979.71,1979.71,1180.57,799.14,May-19,1003.72,Jun-19,May-19,Individual,32261,4,8.0,32202,60.0,1,58,48.0,13800,6,3585.0,12241.0,0.5,122.0,136,24,8,24.0,8.0,8.0,2,2,4,5,24,5,7,2,9,2,87.5,67758,32261,12300,53958
52055,52055,52055,8000,8000,8000, 36 months,15.02,277.41,5,,4,25860.0,Not Verified,Feb-19,Charged Off,debt_consolidation,NC,17.96,Sep-95,35.0,11,3799,41.7,35,w,7822.72,7822.72,290.76,290.76,177.28,113.48,Mar-19,297.44,Jun-19,May-19,Individual,55135,1,4.0,3812,84.0,3,1024,56.0,9100,4,5012.0,1182.0,67.2,35.0,281,14,4,23.0,5.0,35.0,4,6,4,12,2,9,28,6,11,1,74.3,67253,7611,3600,4560
52058,52058,52058,18000,18000,18000, 36 months,6.46,551.36,7,,6,62716.0,Not Verified,Feb-19,Fully Paid,debt_consolidation,MD,19.88,Jul-78,,14,24781,14.2,25,w,0.0,0.0,18003.3915,18003.39,18000.0,3.39,Feb-19,18009.85,,Feb-19,Joint App,278535,1,13.0,29243,85.0,1,14500,26.0,174800,2,19895.0,135634.0,15.1,156.0,487,11,11,11.0,,,8,9,10,13,4,12,19,9,14,1,100.0,476199,54024,159800,34399
52073,52073,52073,3000,3000,3000, 36 months,15.02,104.03,5,,4,55000.0,Not Verified,Feb-19,Fully Paid,home_improvement,UT,6.72,Nov-08,,11,2219,5.4,19,f,0.0,0.0,3093.2931129999997,3093.29,3000.0,93.29,Apr-19,2991.76,,Apr-19,Individual,12169,1,2.0,9950,100.0,2,1400,24.0,41100,3,1106.0,36015.0,4.2,67.0,123,6,2,6.0,2.0,,2,3,8,9,4,10,15,3,11,2,100.0,51100,12169,37600,10000
52082,52082,52082,15000,15000,15000, 36 months,24.37,591.42,3,10.0,4,1500000.0,Source Verified,Feb-19,Charged Off,major_purchase,FL,1.58,Dec-01,,9,11035,12.5,10,w,14420.59,14420.59,1192.1,1192.1,579.41,583.12,May-19,620.99,Jun-19,May-19,Individual,85931,3,2.0,74896,72.0,3,7199,30.0,88000,5,9548.0,57965.0,16.0,205.0,76,7,2,12.0,0.0,,5,5,5,6,3,6,7,5,9,3,100.0,173679,85931,69000,85679
52092,52092,52092,4000,4000,4000, 36 months,11.31,131.55,6,4.0,5,27705.0,Not Verified,Feb-19,Fully Paid,debt_consolidation,MO,30.76,Jul-09,,12,3914,32.1,19,w,0.0,0.0,4059.733643,4059.73,4000.0,59.73,Apr-19,7.35,,Apr-19,Individual,31365,7,7.0,27451,93.0,4,2461,75.0,12200,7,2614.0,6393.0,37.9,115.0,41,4,4,16.0,4.0,,2,3,2,2,14,5,5,3,12,5,78.9,41754,31365,10300,29554
52135,52135,52135,25000,25000,25000, 60 months,12.98,568.58,6,10.0,6,70400.0,Source Verified,Feb-19,Fully Paid,credit_card,FL,12.82,Nov-03,73.0,10,5940,60.6,19,w,0.0,0.0,25010.36375,25010.36,25000.0,10.36,Feb-19,25028.39,,Apr-19,Individual,174932,3,19.0,23930,77.0,0,2417,73.0,9800,1,17493.0,1444.0,76.7,99.0,183,51,19,61.0,0.0,,3,5,3,4,7,6,11,5,10,0,94.7,207857,29870,6200,31137
52140,52140,52140,8400,8400,8400, 36 months,19.92,311.84,4,2.0,6,90000.0,Source Verified,Feb-19,Fully Paid,debt_consolidation,FL,25.85,Oct-05,4.0,34,8546,9.1,71,w,0.0,0.0,8688.996296,8689.0,8400.0,289.0,Apr-19,8386.46,,Apr-19,Individual,302233,5,6.0,74395,84.0,11,4680,45.0,94100,18,8889.0,49302.0,13.2,160.0,152,1,1,3.0,1.0,4.0,3,8,9,20,18,28,51,8,34,10,93.0,406036,82941,56800,88799
52154,52154,52154,26000,26000,26000, 36 months,7.02,803.05,7,10.0,6,78000.0,Verified,Feb-19,Charged Off,credit_card,UT,2.46,Oct-02,34.0,4,0,0.0,11,w,24694.29,24694.29,1595.96,1595.96,1305.71,290.25,May-19,803.05,Jun-19,May-19,Joint App,139036,1,66.0,981,8.0,1,0,4.0,9400,1,46345.0,9400.0,0.0,137.0,195,4,4,4.0,,34.0,0,0,2,5,2,2,6,0,4,1,90.9,185897,981,9400,13000
52209,52209,52209,2000,2000,2000, 36 months,14.47,68.82,5,,5,11000.0,Not Verified,Feb-19,Fully Paid,debt_consolidation,PA,14.19,Jan-14,,8,1131,6.4,16,f,0.0,0.0,2070.651828,2070.65,2000.0,70.65,May-19,1934.62,,May-19,Individual,1131,0,,0,,5,594,6.0,17700,5,141.0,15269.0,6.9,,61,6,6,6.0,9.0,,4,4,6,10,0,8,16,4,8,3,100.0,17700,1131,16400,0
52219,52219,52219,2525,2525,2250, 36 months,12.98,85.06,6,,5,17000.0,Not Verified,Feb-19,Fully Paid,debt_consolidation,NY,3.81,Jul-09,,2,353,11.8,3,f,0.0,0.0,2570.891201000001,2290.89,2525.0,45.89,Mar-19,2575.44,,May-19,Individual,353,0,,0,,1,90,12.0,3000,1,177.0,910.0,9.0,,115,12,12,12.0,8.0,,1,2,1,2,0,2,3,2,2,1,100.0,3000,353,1000,0
52223,52223,52223,6900,6900,6900, 36 months,10.33,223.72,6,,6,25387.0,Verified,Feb-19,Fully Paid,debt_consolidation,GA,26.52,May-07,,13,6935,20.9,16,f,0.0,0.0,7026.901036,7026.9,6900.0,126.9,Apr-19,6801.2,,Apr-19,Individual,20325,1,29.0,13390,67.0,3,3234,38.0,33200,3,1563.0,14061.0,24.8,37.0,141,0,0,13.0,15.0,,3,7,5,6,2,12,14,7,13,2,100.0,53074,20325,18700,19874
52248,52248,52248,40000,40000,40000, 60 months,12.98,909.72,6,10.0,5,65000.0,Verified,Feb-19,Charged Off,debt_consolidation,MD,11.36,Dec-97,72.0,7,24156,46.0,27,w,39040.91,39040.91,1790.6,1790.6,959.09,831.51,Apr-19,909.72,Jun-19,May-19,Joint App,24156,0,49.0,0,,2,5851,46.0,52500,2,3451.0,16841.0,29.8,181.0,254,13,13,31.0,18.0,72.0,2,4,2,5,11,7,16,4,7,0,88.9,52500,24156,24000,0
52308,52308,52308,1000,1000,975, 36 months,10.33,32.43,6,10.0,6,67546.0,Not Verified,Feb-19,Charged Off,debt_consolidation,WA,22.42,Aug-76,,9,62696,34.9,13,f,1000.0,975.0,0.0,0.0,0.0,0.0,,0.0,Jun-19,May-19,Individual,206574,2,19.0,14448,32.0,2,7443,33.0,100100,4,22953.0,29701.0,37.1,79.0,510,9,9,9.0,,,3,4,4,4,4,6,7,4,9,2,100.0,401397,77144,47200,45497
52361,52361,52361,30000,30000,30000, 36 months,12.98,1010.53,6,10.0,6,101000.0,Verified,Feb-19,Fully Paid,debt_consolidation,NC,18.89,Feb-08,28.0,13,10692,49.7,23,w,0.0,0.0,30969.794280000002,30969.79,30000.0,969.79,May-19,28970.36,,May-19,Individual,116461,3,25.0,21358,43.0,3,3261,45.0,21500,3,8959.0,2734.0,77.2,132.0,126,2,2,2.0,8.0,28.0,5,7,5,7,8,9,14,7,13,3,95.7,177186,32050,12000,49436
52425,52425,52425,40000,40000,40000, 60 months,16.14,975.71,5,1.0,5,125000.0,Source Verified,Feb-19,Fully Paid,debt_consolidation,TX,22.0,Mar-00,,13,23922,38.3,32,w,0.0,0.0,41009.63656,41009.64,40000.0,1009.64,May-19,737.44,,May-19,Individual,93341,6,4.0,69419,79.0,3,8822,54.0,62500,5,7180.0,30690.0,42.1,178.0,227,11,4,20.0,1.0,,5,6,5,7,14,7,18,6,13,2,100.0,148701,93341,53000,86201
52441,52441,52441,15000,15000,15000, 36 months,10.72,489.1,6,10.0,6,71000.0,Not Verified,Feb-19,Fully Paid,credit_card,OK,30.73,Oct-02,,11,11326,71.2,28,w,0.0,0.0,15185.80574,15185.81,15000.0,185.81,Mar-19,15208.14,,Mar-19,Individual,198081,5,8.0,84587,91.0,2,6598,89.0,15900,3,18007.0,1488.0,87.1,129.0,196,2,2,65.0,16.0,,2,5,2,4,18,5,7,5,11,2,100.0,215497,95913,11500,92505
52448,52448,52448,3000,3000,3000, 36 months,18.94,109.88,4,,4,20000.0,Verified,Feb-19,Fully Paid,major_purchase,IL,3.6,Aug-15,,11,661,3.1,16,f,0.0,0.0,3054.585344,3054.59,3000.0,54.59,Mar-19,3062.48,,Mar-19,Individual,661,0,,0,,9,567,3.0,21300,9,60.0,13739.0,4.6,,42,4,4,6.0,0.0,,2,2,5,7,0,11,16,2,11,5,100.0,21300,661,14400,0
52467,52467,52467,10000,10000,10000, 36 months,16.14,352.27,5,10.0,6,137000.0,Source Verified,Feb-19,Charged Off,vacation,MN,0.86,May-99,,7,4796,29.4,26,w,9782.23,9782.23,329.85,329.85,217.77,112.08,Mar-19,352.27,Jun-19,May-19,Individual,98653,0,32.0,0,,5,4761,29.0,101300,5,14093.0,2939.0,61.8,41.0,237,6,6,6.0,0.0,,1,2,2,14,3,6,22,2,7,2,96.0,213300,4796,7700,0
52483,52483,52483,23000,23000,23000, 60 months,17.97,583.68,4,1.0,4,40500.0,Verified,Feb-19,Charged Off,debt_consolidation,TX,37.51,Jun-92,58.0,8,6074,16.1,24,w,0.0,0.0,23779.40596,23779.41,23000.0,721.05,May-19,802.37,Jun-19,May-19,Individual,52277,2,4.0,46203,90.0,1,3109,59.0,37800,3,6535.0,24326.0,20.0,145.0,320,19,4,33.0,5.0,,3,3,4,4,10,6,11,3,8,1,95.8,89320,52277,30400,51520
52501,52501,52501,24000,24000,24000, 36 months,7.56,747.22,7,10.0,6,172000.0,Source Verified,Feb-19,Fully Paid,debt_consolidation,MN,10.42,Apr-02,21.0,13,17283,31.8,27,w,0.0,0.0,24006.3,24006.3,24000.0,6.3,Feb-19,24016.38,,May-19,Individual,280706,2,4.0,27145,71.0,0,10530,48.0,54400,3,28071.0,34117.0,33.6,166.0,202,50,4,55.0,12.0,21.0,2,2,6,8,8,10,16,2,13,1,92.6,349287,44428,51400,38187
52507,52507,52507,20000,20000,20000, 60 months,18.94,518.16,4,10.0,6,52000.0,Not Verified,Feb-19,Fully Paid,home_improvement,IL,23.03,Mar-11,,13,23851,60.5,26,w,0.0,0.0,20741.09446,20741.09,20000.0,741.09,Apr-19,20243.97,,May-19,Individual,79315,1,34.0,8909,59.0,4,9788,60.0,39400,4,6101.0,12100.0,65.2,34.0,95,11,11,11.0,11.0,,6,7,8,12,1,11,24,7,13,1,100.0,115600,32760,34800,15200
