loan_status,int_rate,purpose,addr_state,funded_amnt,installment,emp_length,annual_inc,last_pymnt_amnt,num_actv_rev_tl,num_sats,avg_cur_bal
Charged Off,10.33%,debt_consolidation,IL,10000,324.23,10+ years,235000.0,0.0,1,1,5591.0
Fully Paid,22.50%,major_purchase,GA,25000,961.25,< 1 year,180000.0,25267.09,5,13,1624.0
Fully Paid,11.71%,credit_card,CA,13000,429.99,1 year,57250.0,13021.9,2,15,1325.0
Fully Paid,13.90%,debt_consolidation,CA,35000,1194.52,10+ years,100000.0,35491.18,4,7,32466.0
Fully Paid,13.90%,debt_consolidation,NE,6000,204.78,10+ years,51000.0,5970.25,4,5,18007.0
Fully Paid,25.00%,debt_consolidation,NM,30000,1192.8,4 years,84000.0,30145.83,4,12,9331.0
Charged Off,7.56%,debt_consolidation,IL,10000,311.34,1 year,219990.0,0.0,3,11,24006.0
Fully Paid,6.46%,credit_card,NY,19500,597.31,< 1 year,175000.0,19143.21,7,17,18681.0
Fully Paid,8.81%,debt_consolidation,UT,10000,317.12,10+ years,97000.0,10046.5,7,14,21089.0
Late (31-120 days),12.40%,other,NY,12500,417.58,10+ years,30000.0,417.58,4,9,1074.0
Fully Paid,13.90%,debt_consolidation,FL,10000,341.3,,49654.0,9906.18,4,16,591.0
Charged Off,7.56%,debt_consolidation,UT,10000,311.34,10+ years,138956.0,0.0,5,11,18279.0
Late (31-120 days),14.74%,debt_consolidation,NJ,40000,1381.53,10+ years,65000.0,0.0,3,9,4149.0
Charged Off,6.46%,debt_consolidation,IL,10000,306.31,5 years,212560.0,0.0,2,3,65978.0
Fully Paid,20.00%,other,WI,5000,185.82,1 year,72000.0,5024.65,4,10,5122.0
Fully Paid,20.00%,credit_card,TX,9000,334.48,8 years,51125.0,9025.9,16,19,2405.0
Fully Paid,22.50%,debt_consolidation,FL,10000,384.5,3 years,80000.0,10106.84,5,7,4878.0
Fully Paid,14.74%,debt_consolidation,CA,35000,1208.84,2 years,300000.0,34723.56,6,19,42775.0
Fully Paid,8.19%,debt_consolidation,FL,10000,314.25,4 years,60000.0,9829.22,4,7,7948.0
Fully Paid,10.33%,debt_consolidation,NY,36000,770.76,10+ years,360000.0,1516.86,2,9,1507.0
Fully Paid,12.40%,debt_consolidation,IN,5000,167.03,1 year,40000.0,5008.92,4,13,12286.0
Fully Paid,20.00%,debt_consolidation,CA,7500,278.73,2 years,60000.0,7595.83,8,14,1996.0
Fully Paid,25.00%,other,MI,6000,238.56,2 years,86254.0,6101.24,3,6,44862.0
Fully Paid,11.02%,home_improvement,OH,7000,229.24,10+ years,120000.0,7030.0,7,10,32854.0
Late (16-30 days),20.89%,home_improvement,FL,20000,752.38,< 1 year,70000.0,752.38,4,13,550.0
Late (31-120 days),16.14%,home_improvement,OR,2000,70.46,5 years,104000.0,75.0,5,11,7953.0
Late (16-30 days),17.97%,small_business,NY,20000,722.75,< 1 year,40000.0,722.75,4,6,7129.0
Fully Paid,16.40%,debt_consolidation,NV,10000,245.32,,34000.0,10199.75,5,9,2782.0
Fully Paid,17.19%,home_improvement,CA,15000,536.22,10+ years,140000.0,157.58,4,12,26886.0
Fully Paid,11.71%,major_purchase,NY,4800,158.77,,16800.0,4823.42,7,13,515.0
Charged Off,11.71%,house,TX,10000,330.76,10+ years,211000.0,0.0,2,5,52409.0
Fully Paid,8.81%,car,NY,2000,63.43,5 years,80000.0,2015.16,2,8,19604.0
Fully Paid,11.02%,debt_consolidation,CO,4500,147.37,2 years,75000.0,26.26,5,15,4683.0
Fully Paid,17.97%,debt_consolidation,CA,10000,253.78,,73000.0,10025.86,1,8,49923.0
Fully Paid,8.81%,car,OR,4800,152.22,< 1 year,20000.0,4842.26,0,2,2133.0
Fully Paid,20.00%,debt_consolidation,TX,12000,317.93,10+ years,55339.0,12046.67,3,9,3544.0
Fully Paid,16.14%,debt_consolidation,CO,9600,338.18,2 years,115000.0,9796.48,10,25,16513.0
Fully Paid,7.56%,debt_consolidation,FL,8000,249.08,10+ years,50000.0,8008.65,9,16,6113.0
Fully Paid,11.31%,debt_consolidation,MA,6025,198.14,10+ years,75000.0,6066.64,17,28,1514.0
Fully Paid,28.80%,debt_consolidation,NE,22975,726.48,10+ years,48000.0,23635.84,8,17,5365.0
Fully Paid,8.19%,moving,CA,5000,157.13,10+ years,96595.0,5005.89,5,11,796.0
Fully Paid,28.80%,debt_consolidation,CA,28675,906.71,< 1 year,40000.0,29133.8,4,7,3753.0
Fully Paid,11.71%,debt_consolidation,AR,5000,165.38,3 years,31000.0,4958.97,9,11,17148.0
Fully Paid,7.56%,debt_consolidation,FL,17500,544.85,,45000.0,17614.82,5,12,13546.0
Fully Paid,13.90%,debt_consolidation,MN,10800,250.74,10+ years,77000.0,10916.1,7,11,3484.0
Fully Paid,11.71%,moving,NY,5500,181.92,8 years,110200.0,5528.62,4,10,38807.0
Fully Paid,22.50%,debt_consolidation,TX,17500,672.87,1 year,78000.0,17567.59,5,10,17355.0
Fully Paid,6.46%,other,NY,3200,98.02,3 years,150000.0,2140.25,5,16,26351.0
Fully Paid,25.00%,other,NC,1000,39.76,2 years,25920.0,1008.33,4,7,3349.0
Fully Paid,16.40%,credit_card,NY,10000,353.55,2 years,112000.0,9956.03,2,6,5911.0
Late (31-120 days),7.56%,debt_consolidation,TX,12000,373.61,10+ years,116000.0,0.0,4,6,1201.0
Fully Paid,22.50%,debt_consolidation,FL,28000,781.32,6 years,95000.0,28573.05,1,7,41545.0
Fully Paid,7.02%,credit_card,VA,10400,321.22,7 years,67000.0,10410.35,2,17,32699.0
Fully Paid,11.02%,house,CA,3600,117.9,,25000.0,3653.5,6,9,17553.0
Fully Paid,12.40%,debt_consolidation,VA,20000,668.12,10+ years,130000.0,19875.98,15,22,15241.0
Fully Paid,13.08%,home_improvement,WI,2475,83.49,8 years,60000.0,1435.35,2,5,28463.0
Late (31-120 days),20.00%,debt_consolidation,NJ,12000,317.93,4 years,45000.0,0.0,3,9,4560.0
Fully Paid,19.92%,debt_consolidation,TX,30000,793.49,,80000.0,30085.99,9,15,3320.0
Fully Paid,8.19%,house,NM,9000,282.82,,45000.0,9087.39,2,9,2148.0
Charged Off,6.46%,debt_consolidation,IL,10000,306.31,3 years,218973.0,0.0,2,6,52015.0
Late (31-120 days),8.19%,debt_consolidation,TX,8000,251.4,10+ years,200000.0,0.0,14,22,11940.0
Fully Paid,7.02%,home_improvement,NJ,5000,154.44,1 year,72800.0,4913.51,3,7,38819.0
Fully Paid,17.97%,moving,CA,8000,289.1,,62000.0,8071.88,15,27,8134.0
Late (16-30 days),8.81%,home_improvement,MO,2500,79.28,,43000.0,79.28,5,13,12095.0
Fully Paid,11.31%,credit_card,MI,18000,394.16,10+ years,69400.0,18298.09,13,20,7010.0
Late (31-120 days),6.46%,debt_consolidation,TX,10000,306.31,10+ years,166000.0,0.0,9,15,1689.0
Late (31-120 days),13.90%,small_business,OH,16000,546.07,,190000.0,0.0,4,23,15084.0
Late (31-120 days),12.40%,debt_consolidation,MA,6025,201.27,< 1 year,312000.0,0.0,12,17,3175.0
Fully Paid,26.31%,debt_consolidation,NY,12000,361.5,5 years,65000.0,12114.0,6,15,314.0
Fully Paid,13.08%,debt_consolidation,FL,20000,455.89,2 years,100000.0,20062.63,14,22,11314.0
Fully Paid,11.71%,debt_consolidation,FL,5000,165.38,3 years,25000.0,5008.38,4,9,2792.0
Fully Paid,13.08%,debt_consolidation,NY,5000,168.67,5 years,130000.0,5036.33,9,19,31319.0
Fully Paid,16.40%,credit_card,NY,5000,176.78,1 year,35000.0,5007.52,2,3,3847.0
Fully Paid,17.19%,home_improvement,NV,24000,857.94,10+ years,65000.0,24101.13,3,31,1807.0
Fully Paid,16.40%,other,TX,5000,176.78,10+ years,60000.0,5045.56,2,7,26708.0
Fully Paid,17.97%,debt_consolidation,PA,30000,761.32,7 years,40000.0,30627.08,5,14,2141.0
Late (31-120 days),25.00%,credit_card,NY,35000,1027.3,3 years,75000.0,1477.3,2,7,3877.0
Fully Paid,20.00%,credit_card,GA,30000,1114.91,10+ years,86000.0,30133.33,5,8,7072.0
Fully Paid,12.98%,credit_card,TX,7000,235.8,10+ years,35000.0,7093.0,6,13,9120.0
Fully Paid,13.90%,house,TX,20000,682.59,10+ years,67000.0,20025.48,3,4,5211.0
Fully Paid,20.00%,credit_card,NJ,8000,297.31,10+ years,75000.0,8039.06,4,8,40314.0
Fully Paid,10.33%,home_improvement,TX,1000,32.43,6 years,86000.0,989.77,3,9,3670.0
Fully Paid,11.71%,credit_card,IN,40000,1323.04,1 year,126000.0,40081.97,9,17,21755.0
Fully Paid,10.33%,debt_consolidation,NC,10000,324.23,10+ years,94000.0,10086.42,2,6,798.0
Fully Paid,14.74%,credit_card,CA,20000,690.77,1 year,68000.0,20027.05,5,15,1213.0
Fully Paid,13.08%,credit_card,TX,10500,239.34,3 years,50000.0,10621.99,7,14,2497.0
Late (31-120 days),7.56%,debt_consolidation,UT,10500,326.91,4 years,164876.0,0.0,3,8,51042.0
Fully Paid,8.19%,home_improvement,NY,6000,188.55,,112000.0,0.0,2,8,25204.0
Charged Off,8.81%,debt_consolidation,GA,4000,126.85,9 years,198000.0,0.0,5,13,26466.0
Fully Paid,14.74%,home_improvement,WA,30000,1036.15,< 1 year,120000.0,30609.78,6,11,16199.0
Fully Paid,20.00%,debt_consolidation,MT,25000,929.09,10+ years,58000.0,25647.94,9,14,16543.0
Fully Paid,15.57%,debt_consolidation,WA,32000,770.89,10+ years,75000.0,32203.73,7,17,12004.0
Fully Paid,17.19%,debt_consolidation,MN,15000,536.22,10+ years,60000.0,15425.15,5,13,1717.0
Fully Paid,20.00%,debt_consolidation,CA,34650,1287.72,,110000.0,35736.6,10,26,20452.0
Fully Paid,13.90%,debt_consolidation,WY,15000,511.94,10+ years,109000.0,15173.75,9,14,7378.0
Late (31-120 days),15.57%,debt_consolidation,PA,35000,1223.08,3 years,120000.0,1223.08,7,17,7711.0
Fully Paid,17.19%,debt_consolidation,TX,5000,178.74,1 year,55000.0,5015.51,5,10,13564.0
Fully Paid,13.90%,debt_consolidation,CA,25000,580.42,7 years,200000.0,25031.85,8,14,25696.0
Charged Off,7.56%,debt_consolidation,IL,10000,311.34,3 years,218690.0,0.0,2,3,102417.0
Late (31-120 days),17.97%,debt_consolidation,FL,27775,704.85,,70000.0,0.0,11,22,14728.0
Fully Paid,22.50%,debt_consolidation,MD,25000,697.6,1 year,67000.0,25328.13,6,8,3670.0
Fully Paid,7.02%,major_purchase,NV,6200,191.5,3 years,50000.0,6243.34,0,9,3200.0
Late (31-120 days),8.81%,debt_consolidation,CA,4000,126.85,10+ years,75000.0,0.0,6,10,3602.0
Fully Paid,11.02%,credit_card,KY,8000,261.99,10+ years,67000.0,8128.46,10,16,17027.0
Charged Off,6.46%,debt_consolidation,IL,10000,306.31,2 years,219990.0,0.0,6,18,6374.0
Fully Paid,20.00%,debt_consolidation,CA,16000,594.62,10+ years,100000.0,16626.01,5,9,54092.0
Late (31-120 days),17.97%,debt_consolidation,CA,30000,761.32,10+ years,130000.0,761.32,8,12,39798.0
Fully Paid,6.46%,medical,CA,2500,76.58,7 years,150000.0,2501.37,4,9,49703.0
Fully Paid,8.81%,moving,VA,28000,887.92,10+ years,194000.0,27642.03,4,14,69171.0
Charged Off,8.19%,debt_consolidation,ID,10000,314.25,4 years,217876.0,0.0,2,9,30806.0
Late (31-120 days),13.56%,debt_consolidation,CA,32000,1086.86,< 1 year,130000.0,1086.86,3,4,6544.0
Fully Paid,10.33%,other,VA,8000,259.38,3 years,57650.0,7902.94,1,7,1355.0
Fully Paid,13.08%,credit_card,KY,28000,944.51,10+ years,71000.0,3242.71,9,15,2366.0
Fully Paid,20.00%,car,KS,4800,178.39,10+ years,73000.0,4779.97,8,9,1949.0
Fully Paid,8.19%,debt_consolidation,TX,1200,37.71,2 years,65000.0,1183.4,0,7,633.0
Fully Paid,13.08%,debt_consolidation,MN,15000,341.92,10+ years,105000.0,15195.81,7,22,14987.0
Fully Paid,10.33%,credit_card,IL,5150,166.98,3 years,11000.0,5173.19,5,9,3123.0
Fully Paid,19.92%,medical,MO,16000,423.2,< 1 year,60000.0,16253.21,0,8,3473.0
Fully Paid,15.57%,home_improvement,IL,34000,819.07,2 years,125000.0,34235.28,4,12,20184.0
Fully Paid,12.40%,renewable_energy,CA,10000,334.06,2 years,48000.0,9886.65,2,6,1029.0
Fully Paid,14.74%,debt_consolidation,PA,20000,690.77,3 years,84000.0,20027.02,4,8,23444.0
Fully Paid,8.81%,debt_consolidation,SC,16800,532.76,,50000.0,16853.45,7,15,9212.0
Fully Paid,8.19%,debt_consolidation,FL,20000,407.35,5 years,25000.0,20257.69,15,24,725.0
Fully Paid,10.72%,credit_card,OH,16000,521.71,1 year,60000.0,16025.01,5,7,4593.0
Fully Paid,22.50%,debt_consolidation,NY,35000,1345.74,4 years,156000.0,35999.36,9,15,6519.0
Fully Paid,7.02%,other,IN,4500,138.99,10+ years,62000.0,3523.04,1,2,5421.0
Charged Off,8.19%,debt_consolidation,UT,10500,213.86,3 years,78750.0,0.0,4,10,24549.0
Fully Paid,17.97%,credit_card,NY,7000,252.97,10+ years,25000.0,7011.53,2,5,1227.0
Fully Paid,17.19%,home_improvement,TX,20000,714.95,10+ years,45000.0,20510.79,6,13,16580.0
Late (31-120 days),17.97%,debt_consolidation,TX,10000,253.78,2 years,41000.0,253.78,2,5,49215.0
Late (31-120 days),25.00%,other,TN,5000,198.8,8 years,46000.0,0.0,2,6,4305.0
Fully Paid,8.81%,debt_consolidation,MA,10000,317.12,7 years,115000.0,9851.2,2,9,12354.0
Charged Off,20.00%,debt_consolidation,TX,10000,371.64,10+ years,98000.0,0.0,5,9,5060.0
Fully Paid,13.56%,debt_consolidation,NM,16000,543.43,10+ years,16786.0,16019.89,3,6,21921.0
Fully Paid,22.50%,debt_consolidation,VA,25000,961.25,10+ years,170000.0,951.1,5,18,26548.0
Fully Paid,11.71%,debt_consolidation,FL,13000,287.28,10+ years,140000.0,13130.46,6,11,24258.0
Fully Paid,7.02%,debt_consolidation,OR,7700,237.83,,60000.0,7710.67,8,12,24851.0
Fully Paid,17.19%,debt_consolidation,MI,6000,214.49,10+ years,107000.0,6136.42,3,16,20471.0
Fully Paid,10.33%,credit_card,CA,15500,502.55,6 years,66000.0,15698.55,6,9,2425.0
Fully Paid,22.35%,debt_consolidation,CA,16325,454.14,4 years,45000.0,16709.39,11,13,2182.0
Fully Paid,6.46%,debt_consolidation,CT,40000,1225.24,10+ years,75000.0,40023.15,2,7,40937.0
Fully Paid,11.71%,debt_consolidation,SC,5000,165.38,3 years,106000.0,5071.03,4,24,11199.0
Fully Paid,6.46%,debt_consolidation,ID,40000,1225.24,< 1 year,175000.0,39281.76,8,14,36424.0
Fully Paid,7.02%,credit_card,VA,16000,494.18,< 1 year,52000.0,16178.74,2,7,28434.0
Fully Paid,7.56%,car,TX,9600,298.89,6 years,185000.0,9616.37,4,13,22333.0
Fully Paid,6.46%,credit_card,SC,17000,520.73,10+ years,107341.0,17021.58,3,6,26856.0
Fully Paid,7.02%,debt_consolidation,AR,18000,555.96,10+ years,58000.0,17738.68,4,12,19237.0
Fully Paid,12.40%,debt_consolidation,NY,12000,400.87,5 years,50000.0,119.87,2,7,9884.0
Fully Paid,15.57%,debt_consolidation,VA,10000,240.91,6 years,30000.0,10014.27,7,8,3065.0
Fully Paid,17.97%,debt_consolidation,TX,14000,505.93,1 year,40000.0,14036.2,4,5,2079.0
Fully Paid,16.14%,credit_card,FL,10000,352.27,5 years,20000.0,10019.28,5,8,1755.0
Fully Paid,8.81%,debt_consolidation,WI,5000,158.56,10+ years,35000.0,4919.77,4,7,2449.0
Fully Paid,7.02%,debt_consolidation,IN,4000,123.55,< 1 year,36000.0,4002.54,4,19,2137.0
Fully Paid,11.71%,medical,MD,8000,264.61,4 years,72500.0,8124.24,0,6,4003.0
Fully Paid,20.00%,debt_consolidation,SC,3000,111.5,9 years,85000.0,3056.53,5,10,41107.0
Fully Paid,6.46%,other,CA,18000,551.36,1 year,62000.0,18009.85,2,10,6612.0
Late (31-120 days),10.33%,debt_consolidation,VA,12000,389.07,1 year,72800.0,0.0,4,18,10125.0
Fully Paid,20.00%,credit_card,TX,2000,74.33,,15000.0,2043.13,3,10,1004.0
Fully Paid,11.71%,credit_card,NC,6000,198.46,< 1 year,40000.0,5945.18,6,10,12695.0
Fully Paid,8.81%,debt_consolidation,NY,8000,253.7,,50000.0,11.17,3,9,2192.0
Fully Paid,17.19%,debt_consolidation,SC,15000,536.22,< 1 year,65300.0,15425.15,2,25,5937.0
Fully Paid,8.81%,other,TX,2800,88.8,6 years,65000.0,2839.28,2,14,14590.0
Fully Paid,15.57%,debt_consolidation,FL,34100,821.48,10+ years,85000.0,34317.1,5,12,20939.0
Fully Paid,13.90%,debt_consolidation,OH,15000,348.25,2 years,53000.0,15019.11,3,6,17408.0
Late (31-120 days),17.97%,debt_consolidation,TX,25900,935.96,3 years,50199.0,136.89,9,35,3489.0
Fully Paid,15.57%,debt_consolidation,NC,15000,361.36,3 years,80000.0,15019.46,2,17,8530.0
Fully Paid,16.40%,credit_card,CA,25000,613.28,< 1 year,145000.0,25037.58,4,11,7805.0
Fully Paid,12.40%,debt_consolidation,FL,18000,404.05,1 year,70000.0,18019.53,3,5,11554.0
Charged Off,7.56%,debt_consolidation,ID,10000,311.34,3 years,209543.0,0.0,1,4,88224.0
Fully Paid,25.00%,debt_consolidation,PA,20000,587.03,2 years,65000.0,20045.83,4,5,6337.0
Fully Paid,10.33%,credit_card,AZ,12000,256.92,< 1 year,55000.0,12024.41,6,9,14282.0
Fully Paid,7.56%,major_purchase,MI,2500,77.84,3 years,74000.0,2503.97,1,6,14903.0
Charged Off,10.33%,debt_consolidation,IL,10000,324.23,2 years,227600.0,0.0,7,10,20425.0
Fully Paid,17.19%,house,CO,1500,53.63,2 years,37000.0,15.76,4,19,5353.0
Fully Paid,8.81%,debt_consolidation,MO,10000,317.12,< 1 year,66000.0,10116.39,3,5,50020.0
Fully Paid,7.56%,car,MO,14000,435.88,< 1 year,40000.0,14009.7,2,5,560.0
Fully Paid,20.00%,debt_consolidation,DE,5000,185.82,10+ years,77000.0,5061.11,6,9,21232.0
Charged Off,7.56%,debt_consolidation,IL,10000,311.34,3 years,229890.0,0.0,5,6,32906.0
Fully Paid,17.19%,debt_consolidation,LA,14000,349.37,10+ years,96000.0,13916.11,8,11,26523.0
Late (31-120 days),20.00%,debt_consolidation,NY,20000,743.28,10+ years,116000.0,743.28,4,9,4023.0
Fully Paid,17.97%,other,NV,1200,43.37,3 years,180000.0,1232.63,6,20,12330.0
Fully Paid,14.74%,debt_consolidation,KS,4000,138.16,< 1 year,82000.0,4024.57,8,15,19889.0
Fully Paid,11.02%,debt_consolidation,AZ,14750,320.85,2 years,40000.0,13420.69,6,20,321.0
Fully Paid,13.08%,house,TX,5000,168.67,2 years,101500.0,5074.48,4,13,31807.0
Charged Off,7.56%,debt_consolidation,MS,10000,311.34,10+ years,169000.0,311.34,2,7,5098.0
Fully Paid,22.50%,credit_card,NE,20500,572.04,10+ years,60000.0,21062.11,3,6,15123.0
Fully Paid,14.47%,debt_consolidation,TN,11200,385.36,7 years,60000.0,11086.03,5,14,2205.0
Charged Off,8.81%,debt_consolidation,MO,10000,317.12,2 years,219765.0,0.0,1,7,15257.0
Fully Paid,8.19%,other,TX,12000,244.41,2 years,70000.0,12101.01,5,20,17597.0
Fully Paid,7.56%,credit_card,CA,35000,1089.69,1 year,165000.0,35385.35,3,7,74102.0
Fully Paid,16.40%,debt_consolidation,CA,1600,56.57,1 year,27000.0,1602.41,1,3,2298.0
Fully Paid,17.97%,home_improvement,AL,10000,361.38,,41525.0,10114.81,2,6,19284.0
Fully Paid,13.08%,credit_card,CA,6000,202.4,< 1 year,45000.0,4917.58,5,10,5578.0
Fully Paid,17.97%,other,GA,40000,1445.5,2 years,63000.0,40065.89,5,8,14436.0
Fully Paid,13.90%,house,DE,40000,928.66,1 year,45000.0,40617.06,8,12,10756.0
Fully Paid,6.46%,debt_consolidation,NY,40000,1225.24,10+ years,116000.0,39240.88,5,11,25763.0
Fully Paid,11.71%,debt_consolidation,TN,5500,181.92,< 1 year,85000.0,5449.75,3,10,3509.0
Charged Off,7.56%,debt_consolidation,MS,10000,311.34,10+ years,176000.0,0.0,2,3,31429.0
Late (31-120 days),6.46%,debt_consolidation,ID,7000,214.42,< 1 year,205987.0,0.0,4,6,35544.0
Fully Paid,16.40%,other,CA,21000,515.16,7 years,70000.0,21031.57,2,6,4810.0
Fully Paid,11.71%,other,NV,10000,330.76,10+ years,35000.0,10097.69,0,4,28482.0
Fully Paid,16.40%,debt_consolidation,CA,4000,141.42,< 1 year,55000.0,3975.44,5,9,6258.0
Fully Paid,13.90%,credit_card,AZ,20000,682.59,10+ years,66000.0,20449.02,8,17,14417.0
Fully Paid,14.74%,debt_consolidation,NY,2300,79.44,6 years,98600.0,2313.18,5,6,301.0
Fully Paid,20.00%,debt_consolidation,AZ,28000,741.83,10+ years,98000.0,28326.67,4,7,63213.0
Fully Paid,11.71%,home_improvement,TX,12000,396.92,8 years,80000.0,11912.68,1,14,14833.0
Fully Paid,28.90%,debt_consolidation,TX,7850,328.54,2 years,32000.0,7963.04,10,11,1446.0
Fully Paid,20.89%,debt_consolidation,NV,16000,601.9,1 year,35000.0,16314.92,6,17,14932.0
Fully Paid,11.71%,debt_consolidation,OR,10000,330.76,,26850.0,9874.53,1,5,18548.0
Fully Paid,11.02%,major_purchase,FL,25000,818.71,< 1 year,60000.0,25025.71,4,16,6006.0
Late (31-120 days),15.57%,credit_card,WV,6750,235.88,10+ years,46000.0,480.0,4,6,4815.0
Fully Paid,28.80%,major_purchase,CA,15000,474.31,,30000.0,15276.0,3,8,2162.0
Fully Paid,11.02%,credit_card,NY,12000,392.98,< 1 year,85000.0,12011.94,6,8,1502.0
Fully Paid,28.92%,debt_consolidation,FL,16000,507.1,1 year,45000.0,16362.42,13,14,1648.0
Fully Paid,11.71%,debt_consolidation,CA,2300,76.08,10+ years,98800.0,2307.48,4,9,9032.0
Late (31-120 days),10.72%,debt_consolidation,NY,40000,864.13,10+ years,186000.0,0.0,2,14,3757.0
Charged Off,11.71%,house,TX,10000,330.76,10+ years,219000.0,0.0,2,4,4068.0
Fully Paid,28.80%,credit_card,SC,14000,442.69,5 years,42930.0,14237.78,4,14,11640.0
Fully Paid,7.56%,debt_consolidation,TX,3100,96.52,5 years,40000.0,13.45,1,5,678.0
In Grace Period,22.50%,debt_consolidation,CA,35000,976.64,2 years,125000.0,1025.47,12,19,6306.0
In Grace Period,16.14%,credit_card,MO,28000,683.0,10+ years,30000.0,683.0,13,18,4136.0
Fully Paid,7.02%,other,NY,5000,154.44,1 year,185000.0,4924.63,3,10,590.0
Fully Paid,7.02%,credit_card,TX,12000,370.64,4 years,29911.0,12120.63,5,7,6235.0
In Grace Period,11.80%,debt_consolidation,CA,6000,198.72,,29700.0,198.72,2,3,897.0
Fully Paid,11.02%,debt_consolidation,NE,9000,294.74,< 1 year,56000.0,9008.95,2,5,16059.0
Charged Off,22.50%,debt_consolidation,MS,6800,261.46,10+ years,43000.0,0.0,3,5,34855.0
Fully Paid,20.00%,debt_consolidation,AZ,30000,1114.91,2 years,120000.0,30565.3,4,9,46245.0
Fully Paid,16.40%,moving,IL,5000,176.78,2 years,32000.0,5010.68,5,10,1392.0
Fully Paid,16.91%,other,NV,15000,372.07,10+ years,24000.0,15378.66,0,8,13060.0
In Grace Period,12.40%,debt_consolidation,FL,8000,267.25,< 1 year,75000.0,267.25,8,10,917.0
Fully Paid,8.19%,debt_consolidation,CA,16000,502.79,9 years,75000.0,15327.42,2,6,11129.0
In Grace Period,12.40%,debt_consolidation,UT,12000,269.37,6 years,130000.0,269.37,3,18,26693.0
Fully Paid,17.97%,vacation,CA,10000,253.78,1 year,92000.0,200.18,3,8,3361.0
In Grace Period,25.00%,debt_consolidation,CA,10000,397.6,< 1 year,40000.0,397.6,2,3,6398.0
Fully Paid,13.56%,debt_consolidation,CA,24000,552.98,3 years,94000.0,24566.34,21,25,671.0
Fully Paid,28.80%,other,WA,11500,363.64,3 years,110094.0,11548.76,0,8,63541.0
In Grace Period,16.40%,debt_consolidation,CA,15000,367.97,< 1 year,96000.0,367.97,1,5,23.0
In Grace Period,13.90%,debt_consolidation,CO,40000,928.66,3 years,300000.0,928.66,4,14,36598.0
In Grace Period,10.33%,credit_card,IN,21000,680.87,10+ years,70000.0,680.87,9,12,15118.0
Fully Paid,7.02%,credit_card,OH,30000,926.59,< 1 year,448000.0,30083.36,4,12,20943.0
In Grace Period,8.81%,debt_consolidation,CA,10000,317.12,< 1 year,220000.0,317.12,9,16,5872.0
Fully Paid,8.81%,credit_card,NY,10000,317.12,5 years,70000.0,3827.44,3,4,1246.0
Fully Paid,20.00%,debt_consolidation,KS,18000,476.89,9 years,66000.0,17512.84,11,26,5759.0
Fully Paid,22.50%,other,TX,1000,38.45,2 years,27000.0,455.64,3,14,10970.0
Late (31-120 days),7.56%,debt_consolidation,MO,10000,311.34,9 years,221987.0,0.0,1,5,119313.0
Fully Paid,17.19%,debt_consolidation,OH,20000,499.1,10+ years,85000.0,20466.02,8,12,3611.0
Fully Paid,15.57%,home_improvement,TX,20000,698.91,< 1 year,80000.0,20053.46,3,7,353.0
Fully Paid,6.46%,debt_consolidation,GA,8000,245.05,< 1 year,56000.0,7855.39,4,7,2172.0
Late (16-30 days),8.19%,debt_consolidation,AZ,7500,235.69,,43000.0,235.69,2,6,11422.0
In Grace Period,8.19%,debt_consolidation,AZ,40000,1256.97,10+ years,86000.0,1256.97,10,14,24994.0
In Grace Period,16.40%,debt_consolidation,IL,4800,169.71,8 years,85000.0,169.71,12,16,2805.0
Fully Paid,14.74%,major_purchase,TX,14400,340.62,3 years,82000.0,6300.05,3,11,19976.0
In Grace Period,17.19%,major_purchase,CA,20000,714.95,10+ years,98000.0,714.95,5,7,8985.0
